lat,lng,amenity_type,name
51.5367693,-0.0545442,bicycle_parking,
51.5377116,-0.0547298,bicycle_parking,
51.5360222,-0.0619186,atm,
51.5401167,-0.0595113,bench,
51.5365652,-0.0758099,bicycle_rental,dunston_road
51.537288,-0.0791622,bicycle_rental,hertford_road
51.5366145,-0.0619727,bicycle_parking,
51.5369863,-0.0616564,bar,bar
51.5370208,-0.0616209,fast_food,broadway_bbq
51.5368316,-0.0617775,restaurant,lal
51.5367382,-0.0615649,clinic,london_fields_medical_centre
51.5509994,-0.075232,telephone,
51.5306543,-0.0572287,motorcycle_parking,motorcycle_parking
51.5321525,-0.0627259,motorcycle_parking,motorcycle_parking
51.5336862,-0.0573765,motorcycle_parking,motorcycle_parking
51.5345253,-0.0557998,motorcycle_parking,motorcycle_parking
51.5305284,-0.0714844,motorcycle_parking,motorcycle_parking
51.5354211,-0.0627402,cafe,poco
51.5540056,-0.0610295,bench,
51.5540577,-0.0609351,bench,
51.5540582,-0.0611459,bench,
51.5541268,-0.0609739,bench,
51.5541284,-0.0610948,bench,
51.5470893,-0.0739645,cafe,dusty_knuckle
51.5469858,-0.0740155,bicycle_parking,
51.5450856,-0.0761785,motorcycle_parking,motorcycle_parking
51.5465092,-0.0792382,motorcycle_parking,motorcycle_parking
51.5309632,-0.0757721,restaurant,beagle
51.5476642,-0.0754334,bicycle_parking,
51.5550073,-0.0795778,bench,
51.5549373,-0.0794982,bench,
51.5337212,-0.0432981,boat_rental,
51.5551451,-0.0797679,bicycle_parking,
51.5555758,-0.0826405,bicycle_parking,
51.5504916,-0.0784588,telephone,
51.5303677,-0.0563931,restaurant,italina
51.5331726,-0.0652998,restaurant,little_georgia
51.5368782,-0.0447781,restaurant,chambers
51.5365031,-0.0440483,cafe,bagel_park
51.5357686,-0.0774854,community_centre,whitmore_community_centre
51.5376777,-0.0554413,bicycle_parking,
51.5400944,-0.0552239,veterinary,goddard_veterinary_group
51.5500503,-0.0748957,atm,
51.5495631,-0.0771856,bicycle_parking,
51.54691,-0.074496,bank,fair_finance
51.5500377,-0.0541334,atm,
51.5497159,-0.0598123,telephone,
51.5494879,-0.0602794,waste_basket,
51.5496218,-0.0601343,waste_basket,
51.5321966,-0.0489396,waste_basket,
51.5397277,-0.0565679,cafe,silhouette
51.5302299,-0.0770965,atm,
51.5373076,-0.0573043,charging_station,
51.5454858,-0.0748134,restaurant,japanese_canteen
51.5451405,-0.0748322,restaurant,turtle_bay
51.5455809,-0.0760151,bar,molly_blooms
51.5454499,-0.0760379,fast_food,subway
51.5455177,-0.0759678,atm,
51.5488516,-0.0770308,atm,
51.5320144,-0.0416547,bar,east_london_liquor_company
51.5319084,-0.0424564,place_of_worship,east_end_church
51.5446732,-0.057063,charging_station,
51.5447291,-0.0567552,bicycle_parking,
51.5448688,-0.0555114,grit_bin,
51.5452362,-0.0568236,bicycle_parking,
51.5452687,-0.0567955,bicycle_parking,
51.5456248,-0.0570141,bicycle_parking,
51.5456707,-0.0570168,bicycle_parking,
51.554828,-0.0804136,waste_basket,
51.5550765,-0.0813939,bench,
51.5550724,-0.0813601,bench,
51.5550536,-0.0813447,bench,
51.5551878,-0.0826425,bench,
51.5551777,-0.0825261,bench,
51.5544864,-0.0793562,bench,
51.5545249,-0.079349,bench,
51.5545648,-0.0793412,bench,
51.5546655,-0.0793244,bench,
51.5547036,-0.0793256,bench,
51.5547338,-0.0793304,waste_basket,
51.5547835,-0.0798979,bench,
51.5547746,-0.0799603,bench,
51.5548447,-0.0799981,bench,
51.554838,-0.0799087,bench,
51.5520691,-0.0525963,bar,franco
51.5520142,-0.0525601,restaurant,yard_sale_pizza
51.5347101,-0.05474,bicycle_parking,
51.5336329,-0.0531874,bicycle_parking,
51.5446687,-0.0485909,bicycle_parking,
51.5413907,-0.0521084,bicycle_parking,
51.5472305,-0.0501639,bicycle_parking,
51.5414155,-0.0519152,bicycle_parking,
51.5368875,-0.0766026,arts_centre,hive_dalston
51.5560986,-0.078806,bicycle_parking,
51.5570775,-0.0783259,bicycle_parking,
51.5454118,-0.0633011,bicycle_parking,
51.5343204,-0.0462037,bench,
51.5343272,-0.0457625,bench,
51.5343237,-0.0458121,waste_basket,
51.5343538,-0.0440902,bench,
51.5343171,-0.046488,bench,
51.5342904,-0.0468555,bench,
51.5341953,-0.0451952,bench,
51.5334361,-0.049181,bench,
51.533478,-0.0493246,bench,
51.5337915,-0.0464773,waste_basket,
51.5374632,-0.060778,fast_food,butchies
